id,sex,year.of.birth,age,mother,father,behavioral.mother,group.at.birth,rank,ordinal.rank,percofsex.dominanted,idcode,hrs.focalfollowed,focalcutoff_met
3L1,M,2010,11,92D,33T,92D,F,NA,NA,NA,NA,3.1666666666666665,Y
77I,M,1998,23,S97,D52,S97,R,NA,NA,NA,NA,3.1666666666666665,Y
04T,M,2002,19,96G,80B,96G,R,NA,NA,NA,NA,3.1666666666666665,Y
61R,M,2001,20,07A,45A,07A,KK,NA,NA,NA,NA,3.1666666666666665,Y
6E6,M,2007,14,42V,02R,42V,HH,NA,NA,NA,NA,3.1666666666666665,Y
6B8,M,2005,16,96G,80B,96G,R,NA,NA,NA,NA,3.1666666666666665,Y
5P4,M,2012,9,9C5,53N,9C5,KK,NA,NA,NA,NA,3,Y
6K5,M,2010,11,0C8,49L,0C8,HH,NA,NA,NA,NA,3.1666666666666665,Y
6P9,M,2012,9,6F2,2D7,6F2,F,NA,NA,NA,NA,3.3333333333333335,Y
3M8,M,2011,10,8A5,44T,8A5,R,NA,NA,NA,NA,3.1666666666666665,Y
3M2,M,2011,10,24V,44T,24V,KK,NA,NA,NA,NA,3.1666666666666665,Y
9K9,M,2010,11,06A,94O,06A,S,NA,NA,NA,NA,3.1666666666666665,Y
4U0,M,2014,7,NA,NA,9C1,V,NA,NA,NA,NA,3.1666666666666665,Y
6R3,M,2013,8,37P,6C9,37P,R,NA,NA,NA,NA,3.1666666666666665,Y
1B1,M,2004,17,36O,78B,36O,HH,NA,NA,NA,NA,3.1666666666666665,Y
7K4,M,2010,11,1E3,8A7,1E3,F,NA,NA,NA,NA,3.1666666666666665,Y
0H8,M,2009,12,X17,02R,X17,F,NA,NA,NA,NA,3.1666666666666665,Y
2N0,M,2011,10,79Z,43P,79Z,F,NA,NA,NA,NA,3,Y
3I9,M,2009,12,6A4,50T,6A4,R,NA,NA,NA,NA,3.1666666666666665,Y
9S8,M,2014,7,NA,NA,9H7,F,NA,NA,NA,NA,0.6666666666666666,N
3B9,M,2005,16,15O,50G,15O,R,NA,NA,NA,NA,3.1666666666666665,Y
6T7,M,2014,7,NA,NA,63V,F,NA,NA,NA,NA,0.16666666666666666,N
93R,M,2001,20,Z82,17A,Z82,S,NA,NA,NA,NA,3.1666666666666665,Y
8S4,M,2014,7,NA,NA,7A8,R,NA,NA,NA,NA,1.6666666666666667,N
7J0,M,2009,12,74K,18I,74K,S,NA,NA,NA,NA,3.1666666666666665,Y
5L4,M,2010,11,3D1,X80,3D1,S,NA,NA,NA,NA,3.1666666666666665,Y
30Z,M,2003,18,V65,85B,V65,F,NA,NA,NA,NA,1,N
2C9,M,2005,16,38E,80B,38E,R,NA,NA,NA,NA,2,Y
6T0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.1666666666666667,N
